,date_of_report,gender,age,ethnicity,company,postal_code,safety,safety_change,mental_health,mental_issues,positive,working_situation,financial_outlook,childcare,share_domestic,written_report,email
915,24/05/2020 03:55 AM,Other,25-34,White,['Other'],n2 9pj,5,Worse,3,['I feel anxious' 'Other' 'It has been repetitive / boring'],"['I have had more time to connect with loved ones'
 'I have had more support in my childcare responsibilities']","Yes, I work outside of my home",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - but it’s manageable and sustainable,I am not doing any housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,test@test.com
916,11/05/2020 07:28 AM,Woman,55-64,White,['My siblings'],LE11 4LT,5,Better,3,['It has been repetitive / boring'],['I have had more support in my daily tasks in the house'],"No, I have been furloughed because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - but it’s manageable and sustainable,We share it equally,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
917,16/05/2020 09:10 AM,Woman,55-64,White,['Other' 'My children'],Germany,5,Worse,2,"['I’m having conflicts in my relationship'
 'I feel scared about the future']",['I have enjoyed working from homeOther'],"Yes, I work at home",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",I take care of all the housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
918,25/05/2020 01:12 PM,Woman,18-24,White,['My partner'],Wolverhampton UK,5,Worse,5,"['I feel scared about the future' 'I feel lonely' 'Other'
 'It has been repetitive / boring']",['I have enjoyed working from homeOther'],"No, I am not in the labor force (student, retired, etc.) or unemployed",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - but it’s manageable and sustainable,I take care of most of the housework,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
919,29/05/2020 04:53 AM,Man,55-64,White,['My siblings'],Sw74de,5,Worse,4,['I feel lonely' 'I feel lonely' 'I feel stressed'],['I have had more support in my childcare responsibilities'],"Yes, I work outside of my home",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,I take care of all the housework,,
920,29/05/2020 09:54 PM,Woman,>64,White,"['Other family members (e.g. grandparents, aunts, cousins)']",Poland,5,Better,4,"['I feel anxious' 'I feel worried about my health'
 'I feel scared about the future']","['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have enjoyed working from homeOther']","No, I am not in the labor force (student, retired, etc.) or unemployed",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - but it’s manageable and sustainable,I take care of all the housework,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
921,19/05/2020 12:45 AM,Man,18-24,Other ethnic group,"['With one or more friends / housemates'
 'Other family members (e.g. grandparents, aunts, cousins)']",RG302ur,5,Worse,2,['I feel scared about the future'],['I have enjoyed working from homeOther'],"Yes, I work at home",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I take care of all the housework,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
922,18/05/2020 03:53 AM,Other,35-44,White,['My parent(s) / caregivers' 'With one or more friends / housemates'],LE11 3LY,5,Not changed,4,['I feel lonely'],['I have had more support in my childcare responsibilities'],"Yes, I work outside of my home",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
923,16/05/2020 01:38 PM,Woman,45-54,White,['My partner'],B74,5,Worse,2,['I feel lonely'],['I have had more support in my childcare responsibilities'],"No, I have had to stop working for other reasons related to COVID-19",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
924,23/05/2020 02:37 PM,Man,>64,White,['Alone'],NW1 8NY,5,Better,3,['I feel stressed' 'Other'],['I have had more support in my daily tasks in the house'],"No, I have had to stop working for other reasons related to COVID-19",Minimal impact – I think that things will mostly stay the same,"No, I haven't noticed much change",We share it equally,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
925,10/05/2020 12:30 AM,Woman,55-64,Mixed/multiple ethnic groups,['With one or more friends / housemates' 'My children'],LE12 9NQ,4,Not changed,4,['It has been repetitive / boring'],['I have had more support in my daily tasks in the house'],"No, I have been made redundant because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,I take care of most of the housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,test@test.com
926,04/05/2020 05:24 AM,Woman,25-34,Other ethnic group,['My children'],E10,5,Better,5,['I’m having conflicts in my relationship' 'I feel lonely'],['I have had more time to connect with loved ones'],"No, I am not in the labor force (student, retired, etc.) or unemployed",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"Yes – my work isn't impacted, but I feel the strain",I do less housework then others,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
927,08/05/2020 11:57 PM,Woman,55-64,White,['My partner'],RH2 8LL,5,Not changed,3,"['I feel scared about the future' 'I feel scared about the future'
 'It has been repetitive / boring']","['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have enjoyed working from homeOther']","Yes, but I had to reduce working hours because of the lockdown",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
928,03/05/2020 11:14 AM,Man,>64,White,['My partner' 'Other'],RH2 8LL,5,Not changed,3,['Other' 'I’m having conflicts in my relationship'],['I have had more support in my daily tasks in the house'],"No, I have been made redundant because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,I take care of most of the housework,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,test@test.com
929,25/05/2020 11:08 AM,Woman,55-64,White,"['Other family members (e.g. grandparents, aunts, cousins)'
 'With one or more friends / housemates']",Spain,5,Not changed,3,"['I’m having conflicts in my relationship'
 'It has been repetitive / boring']",['I have had more support in my daily tasks in the house'],"No, I have had to stop working for other reasons related to COVID-19",Minimal impact – I think that things will mostly stay the same,"No, I haven't noticed much change",I take care of most of the housework,,
930,29/05/2020 04:12 AM,Woman,45-54,White,['My partner'],LE5 1UG,5,Worse,4,['I feel scared about the future'],"['I have enjoyed working from homeOther'
 'I have enjoyed working from homeOther']","No, I have had to stop working for other reasons related to COVID-19",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"No, I haven't noticed much change",We share it equally,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
931,22/05/2020 09:18 AM,Woman,18-24,White,['My siblings'],UB77SG,5,Better,3,['I feel anxious'],['I have enjoyed working from homeOther'],"No, I have had to stop working for other reasons related to COVID-19",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"Yes – my work isn't impacted, but I feel the strain",We share it equally,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
932,03/05/2020 01:05 AM,Woman,>64,White,['My children' 'My partner'],NN4,5,Not changed,5,"['I feel scared about the future' 'I feel anxious'
 'I feel worried about my health' 'I feel anxious']","['I have had more support in my daily tasks in the house'
 'I have had more support in my childcare responsibilities']","No, I have been made redundant because of the lockdown",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I take care of all the housework,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
933,31/05/2020 04:04 AM,Woman,18-24,White,['Other' 'My partner'],Le11 3lh,5,Not changed,3,['I feel anxious'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","Yes, I work at home",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,We share it equally,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
934,26/05/2020 12:00 PM,Woman,55-64,White,['With one or more friends / housemates' 'Alone'],OX3 8DX,5,Worse,5,['I feel stressed'],['I have enjoyed working from homeOther'],"No, I am not in the labor force (student, retired, etc.) or unemployed",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I take care of most of the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
935,27/05/2020 06:53 PM,Woman,18-24,White,"['Other family members (e.g. grandparents, aunts, cousins)' 'My children'
 'Alone']",NG237NB,5,Not changed,3,['I feel worried about my health'],"['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have had more support in my childcare responsibilities']","No, I have had to stop working for other reasons related to COVID-19",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"No, I haven't noticed much change",I take care of most of the housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
936,14/05/2020 09:56 AM,Woman,>64,Other ethnic group,"['Other family members (e.g. grandparents, aunts, cousins)'
 'With one or more friends / housemates']",Gu1,5,Not changed,4,['Other' 'I feel lonely' 'It has been repetitive / boring'],['I have had more support in my daily tasks in the house'],"Yes, but I had to reduce working hours because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - to the extent that it is impacting my job,I take care of most of the housework,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,test@test.com
937,13/05/2020 02:15 AM,Man,35-44,White,['Other' 'With one or more friends / housemates'],E8 1AP,5,Better,3,['Other' 'I feel worried about my health' 'I feel worried about my health'],"['I have enjoyed working from homeOther'
 'I have had more time to connect with loved ones']","No, I am not in the labor force (student, retired, etc.) or unemployed",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"No, I haven't noticed much change",I take care of all the housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
938,22/05/2020 01:36 AM,Woman,35-44,White,['Other' 'My parent(s) / caregivers'],NW1 8NY,5,Better,5,"['I’m having conflicts in my relationship'
 'I feel worried about my health']","['I have had more time to connect with loved ones'
 'I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have had more time to connect with loved ones']","No, I am not in the labor force (student, retired, etc.) or unemployed",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,We share it equally,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
939,29/05/2020 09:17 AM,Woman,25-34,White,"['Other family members (e.g. grandparents, aunts, cousins)']",Canada,5,Not changed,0,['I’m having conflicts in my relationship' 'I feel anxious'],['I have enjoyed working from homeOther'],"Yes, but I had to reduce working hours because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,I take care of most of the housework,,
940,25/05/2020 04:44 PM,Woman,>64,White,['My partner' 'With one or more friends / housemates'],Poland,5,Worse,5,['Other' 'I feel worried about my health' 'I feel anxious'],['I have enjoyed working from homeOther'],"No, I am not in the labor force (student, retired, etc.) or unemployed",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - to the extent that it is impacting my job,I take care of most of the housework,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
941,26/05/2020 03:52 PM,Woman,18-24,White,['Other' 'My siblings' 'My partner' 'Other'],E8 1AP,1,Not changed,2,"['I feel worried about my health' 'Other' 'Other' 'Other'
 'I’m having conflicts in my relationship' 'I feel lonely']","['I have had more support in my daily tasks in the house'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","Yes, I work outside of my home",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,I am not doing any housework,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
942,31/05/2020 01:58 AM,Woman,45-54,White,['Other'],London,5,Not changed,2,['I feel stressed' 'I feel stressed' 'Other' 'I feel anxious'],"['I have had more support in my daily tasks in the house'
 'I have had more support in my childcare responsibilities']","No, I have been furloughed because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - to the extent that it is impacting my job,I take care of all the housework,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
943,22/05/2020 02:09 AM,Woman,45-54,White,['Other'],Leicester,5,Not changed,3,['Other'],['I have enjoyed working from homeOther'],"No, I have had to stop working for other reasons related to COVID-19",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
944,14/05/2020 04:15 PM,Woman,>64,White,['Other'],e111ls,5,Worse,5,"['I feel worried about my health' 'It has been repetitive / boring'
 'It has been repetitive / boring' 'I feel lonely' 'I feel stressed']","['I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been furloughed because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"Yes – my work isn't impacted, but I feel the strain",I take care of most of the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
945,28/05/2020 03:30 AM,Woman,35-44,White,['My siblings' 'My parent(s) / caregivers'],SE10 0EH,5,Not changed,0,['I feel lonely' 'I feel lonely' 'I feel worried about my health'],"['I have had more time to connect with loved ones'
 'I have had more support in my childcare responsibilities']","No, I have been made redundant because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - to the extent that it is impacting my job,We share it equally,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
946,30/05/2020 02:34 PM,Woman,25-34,White,['My siblings'],LE112UB,5,Not changed,2,"['I feel scared about the future'
 'I’m having conflicts in my relationship']","['I have had more support in my childcare responsibilities'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have had to stop working for other reasons related to COVID-19",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",I take care of most of the housework,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,test@test.com
947,29/05/2020 04:13 AM,Woman,>64,White,"['Alone' 'Other family members (e.g. grandparents, aunts, cousins)']",Le12 8tr,5,Worse,0,['Other' 'I feel lonely'],"['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have had more time to connect with loved ones']","Yes, but I had to reduce working hours because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - but it’s manageable and sustainable,We share it equally,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
948,29/05/2020 02:58 AM,Man,45-54,White,"['My parent(s) / caregivers'
 'Other family members (e.g. grandparents, aunts, cousins)']",SW18 4HE,5,Worse,3,['I feel lonely' 'I’m having conflicts in my relationship'],['I have had more support in my childcare responsibilities'],"No, I have been furloughed because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I do less housework then others,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
949,12/05/2020 05:52 PM,Woman,55-64,White,['My children'],RH1 6AJ,5,Worse,3,['I’m having conflicts in my relationship'],['I have enjoyed working from homeOther'],"Yes, but I had to reduce working hours because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,,
950,28/05/2020 05:26 AM,Man,<18,White,['With one or more friends / housemates'],Ha4,5,Better,2,['I feel anxious' 'I feel scared about the future'],['I have had more support in my childcare responsibilities'],"No, I have been furloughed because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I do less housework then others,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
951,03/05/2020 08:03 PM,Woman,>64,Black/AfricanCaribbean/Black British,['My partner'],Poland,5,Better,5,['I feel lonely' 'I feel worried about my health'],['I have enjoyed working from homeOther'],"No, I have been furloughed because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,I take care of all the housework,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
952,18/05/2020 12:20 AM,Woman,>64,White,['My siblings' 'My partner'],Australia,5,Worse,5,"['I’m having conflicts in my relationship'
 'It has been repetitive / boring' 'I feel scared about the future'
 'I feel worried about my health' 'I feel stressed']","['I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been made redundant because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
953,06/05/2020 12:50 PM,Woman,>64,White,['My parent(s) / caregivers' 'My siblings' 'Alone' 'My partner'],Austria,5,Better,5,['I feel worried about my health' 'Other'],['I have had more support in my childcare responsibilities'],"No, I am not in the labor force (student, retired, etc.) or unemployed",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - but it’s manageable and sustainable,I do less housework then others,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
954,23/05/2020 10:22 PM,Woman,18-24,White,['Alone' 'My siblings'],Ox17 2sl,5,Better,5,"['I’m having conflicts in my relationship'
 'It has been repetitive / boring' 'Other']",['I have had more support in my childcare responsibilities'],"No, I have been furloughed because of the lockdown",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I take care of all the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
955,05/05/2020 10:35 PM,Other,45-54,White,['Alone' 'My children'],01-248 Poland,5,Worse,1,"['I feel anxious' 'I feel stressed' 'I feel anxious'
 'I feel worried about my health' 'I feel worried about my health']",['I have had more time to connect with loved ones'],"Yes, but I had to reduce working hours because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"No, I haven't noticed much change",I am not doing any housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
956,09/05/2020 12:29 AM,Woman,18-24,White,['My partner'],NW71LJ,5,Better,5,['I feel anxious'],"['I have enjoyed working from homeOther'
 'I have had more support in my childcare responsibilities']","No, I have been furloughed because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,We share it equally,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,test@test.com
